,학교명,학교급구분,소재지지번주소,소재지도로명주소,위도,경도
0,청목초등학교,초등학교,경기도 화성시 청계동 539,경기도 화성시 동탄순환대로21길 10,37.195771,127.1174309
1,화성청계초등학교,초등학교,경기도 화성시 청계동 518,경기도 화성시 동탄대로시범길 39,37.199192,127.1021055
2,화성반월고등학교,고등학교,경기도 화성시 반월동 945,경기도 화성시 효행로 1281-66,37.224712,127.0550943
3,무봉초등학교,초등학교,경기도 화성시 청계동 549,경기도 화성시 동탄청계로 303-34,37.202987,127.116806
4,함박초등학교,초등학교,경기도 용인시 처인구 역북동 737,경기도 용인시 처인구 명지로40번길 46,37.23373509,127.1841126
5,용인대일초등학교,초등학교,경기도 용인시 수지구 죽전동 1247,경기도 용인시 수지구 푸른솔로 98,37.32801071,127.1189891
6,효행초등학교,초등학교,경기도 화성시 봉담읍 와우리 592,경기도 화성시 봉담읍 와우로 16,37.21596526,126.968207
7,한백중학교,중학교,경기도 화성시 영천동 698,경기도 화성시 동탄순환대로26길 26,37.20656172,127.1141301
8,동탄중앙초등학교,초등학교,경기도 화성시 청계동 529,경기도 화성시 동탄대로시범길 117,37.19928404,127.1112669
9,동탄중앙고등학교,고등학교,경기도 화성시 청계동 531,경기도 화성시 동탄대로시범길 167,37.20125793,127.110424
10,용인한얼초등학교,초등학교,경기도 용인시 기흥구 구갈동 43-24,경기도 용인시 기흥구 기흥역로58번길 57,37.270879,127.1222004
11,망포초등학교,초등학교,경기도 수원시 영통구 망포동 750,경기도 수원시 영통구 망포로 126,37.24065005,127.0470226
12,화성신동초등학교,초등학교,경기도 화성시 동탄면 신리 산186-1,경기도 화성시 동탄신동1길 11,37.17490244,127.1310568
13,용인삼계고등학교,고등학교,경기도 용인시 처인구 포곡읍 삼계리 673,경기도 용인시 처인구 포곡읍 백옥대로1898번길 34-42,37.29465951,127.2406099
14,한숲중학교,중학교,경기도 용인시 처인구 남사면 완장리 950,경기도 용인시 처인구 남사읍 한숲로 109,37.157852,127.1730187
15,상현중학교,중학교,경기도 용인시 수지구 상현동 1098,경기도 용인시 수지구 광교마을로 61,37.29949159,127.0709899
16,방교초등학교,초등학교,경기도 화성시 송동 산49-5,경기도 화성시 동탄산척로1길 11,37.17326405,127.1015231
17,화성반월초등학교,초등학교,경기도 화성시 반월동 947,경기도 화성시 효행로 1281-23,37.22359053,127.059231
18,화원초등학교,초등학교,경기도 화성시 향남읍 하길리 1506,경기도 화성시 향남읍 하길로 59,37.11170675,126.9190641
19,하길중학교,중학교,경기도 화성시 향남읍 하길리 1510,경기도 화성시 향남읍 상신하길로274번길 10,37.11225847,126.908846
20,한백고등학교,고등학교,경기도 화성시 영천동 696,경기도 화성시 동탄순환대로26길 21,37.20763155,127.1133605
21,한봄고등학교,고등학교,경기도 수원시 권선구 탑동 614,경기도 수원시 권선구 호매실로 46-93,37.25945904,126.9693453
22,남곡초등학교,초등학교,경기도 용인시 처인구 남사면 완장리 953,경기도 용인시 처인구 남사읍 한숲로 110,37.157782,127.174721
23,서연초등학교,초등학교,경기도 화성시 장지동 82-1,경기도 화성시 동탄대로4가길 25,37.15976339,127.1137726
24,방교중학교,중학교,경기도 화성시 송동 681-177,경기도 화성시 동탄산척로1길 23,37.174746,127.1014114
25,청림중학교,중학교,경기도 화성시 산척동 산127-1,경기도 화성시 동탄산척로 94,37.17164271,127.111351
26,상신초등학교,초등학교,경기도 화성시 향남읍 상신리 1325,경기도 화성시 향남읍 손개길 7,37.09909078,126.898383
27,다원중학교,중학교,경기도 화성시 영천동 산17-19,경기도 화성시 동탄순환대로 754-12,37.21050721,127.1048231
28,동탄초등학교,초등학교,경기도 화성시 오산동 663-2,경기도 화성시 동탄감배산로 26,37.18903472,127.0911507
29,창의고등학교,고등학교,경기도 화성시 목동 350,경기도 화성시 동탄신리천로1길 66,37.18003972,127.120726
30,하길초등학교,초등학교,경기도 화성시 향남읍 하길리 1514,경기도 화성시 향남읍 상신하길로 273번길 45,37.11560646,126.9040759
31,세미초등학교,초등학교,경기도 오산시 내삼미동 896,경기도 오산시 내삼미로 127,37.17448251,127.0643873
32,샘말초등학교,초등학교,경기도 용인시 기흥구 영덕동 962,경기도 용인시 기흥구 흥덕중앙로105번길 9,37.27733692,127.0781839
33,동탄목동초등학교,초등학교,경기도 화성시 목동 136-1,경기도 화성시 동탄순환대로20길 10,37.18938961,127.1243164
34,청덕중학교,중학교,경기도 용인시 기흥구 청덕동 523,경기도 용인시 기흥구 구성1로 23,37.29318256,127.1451614
35,삼가초등학교,초등학교,경기도 용인시 처인구 삼가동 555,경기도 용인시 처인구 중부대로1158번길 45,37.23671162,127.170492
36,용인성산초등학교,초등학교,경기도 용인시 처인구 유방동 317-1,경기도 용인시 처인구 백옥대로1362번길 41,37.25866039,127.2158043
37,청계중학교,중학교,경기도 화성시 청계동 517,경기도 화성시 동탄대로시범길 47,37.19945672,127.1031575
38,수원가온초등학교,초등학교,경기도 수원시 권선구 금곡동 1079,경기도 수원시 권선구 금곡로73번길 36,37.27549141,126.9364215
39,다원초등학교,초등학교,경기도 화성시 영천동 651-1381,경기도 화성시 동탄대로24길 112,37.212418,127.1109577
40,곡정고등학교,고등학교,경기도 수원시 권선구 권선동 1338,경기도 수원시 권선구 덕영대로 1190번길 130,37.24384332,127.0201503
41,예솔초등학교,초등학교,경기도 화성시 청계동 553,경기도 화성시 동탄순환대로22길 13,37.19655044,127.1193973
42,세마초등학교,초등학교,경기도 오산시 지곶동 578,경기도 오산시 세마문학로 45,37.1696802,127.0275815
43,정현고등학교,고등학교,경기도 화성시 산척동 산 133-1,경기도 화성시 동탄산척로 93-10,37.17352234,127.1114038
44,수원칠보고등학교,고등학교,경기도 수원시 권선구 금곡동 1073,경기도 수원시 권선구 금곡로 127,37.27513582,126.944923
45,청림초등학교,초등학교,경기도 화성시 산척동 704,경기도 화성시 동탄산척로 93-22,37.17458716,127.1113568
46,수원금호초등학교,초등학교,경기도 수원시 권선구 호매실동 1364,경기도 수원시 권선구 칠보로 142,37.26487765,126.9536054
47,삼미초등학교,초등학교,경기도 오산시 외삼미동 290-3,경기도 오산시 북삼미로 183-9,37.19135584,127.0602681
48,청곡초등학교,초등학교,경기도 용인시 기흥구 영덕동 20,경기도 용인시 기흥구 덕영대로2077번길 52,37.2674933,127.0933821
49,동백초등학교,초등학교,경기도 용인시 기흥구 동백동 658,경기도 용인시 기흥구 동백평촌로 69,37.28055206,127.156367
50,새솔고등학교,고등학교,경기도 화성시 송산면 새솔동 157,경기도 화성시 큰나래3길 25,37.27338862,126.8293429
51,홍익디자인고등학교,고등학교,경기도 화성시 기안동 460-132,경기도 화성시 효행로 387,37.2167924,126.9796299
52,왕배초등학교,초등학교,경기도 화성시 목동 444-1,경기도 화성시 동탄대로12길 101,37.18014215,127.113595
53,늘봄초등학교,초등학교,경기도 화성시 영천동 37-13,경기도 화성시 동탄대로24길 51,37.21736028,127.1098102
54,능원초등학교,초등학교,경기도 용인시 처인구 모현읍 능원리 57,경기도 용인시 처인구 모현읍 충렬로8번길 29,37.34319393,127.173826
55,광교호수초등학교,초등학교,경기도 수원시 영통구 원천동 589-1,경기도 수원시 영통구 광교호수공원로 205,37.2796927,127.058827
56,이산고등학교,고등학교,경기도 화성시 오산동 598-3,경기도 화성시 동탄기흥로353번길 61,37.190969,127.0872534
57,송린중학교,중학교,경기도 화성시 새솔동 0,경기도 화성시 수노을2로 148,37.27681304,126.822267
58,글빛초등학교,초등학교,경기도 수원시 영통구 망포동 92-43,경기도 수원시 영통구 망포로84번길 15,37.23954453,127.043334
59,동탄목동중학교,중학교,경기도 화성시 목동 산35,경기도 화성시 동탄순환대로20길 52,37.18861063,127.126423
60,동학초등학교,초등학교,경기도 화성시 반월동 165-2,경기도 화성시 영통로27번길 46,37.23308253,127.059473
61,봉담중학교,중학교,경기도 화성시 봉담읍 상리 11-40,경기도 화성시 봉담읍 샘마을길 53,37.21655105,126.9533521
62,영천초등학교,초등학교,경기도 화성시 영천동 671,경기도 화성시 동탄영천로 36,37.205708,127.1045574
63,매홀고등학교,고등학교,경기도 오산시 수청동 632,경기도 오산시 내삼미로80번길 9-10,37.16945751,127.0688500329
64,청덕초등학교,초등학교,경기도 용인시 기흥구 청덕동 507,경기도 용인시 기흥구 구성1로 61,37.29439648,127.1492572
65,서농초등학교,초등학교,경기도 용인시 기흥구 서천동 794,경기도 용인시 기흥구 서천동로21번길 5,37.23913932,127.0763291
66,아인초등학교,초등학교,경기도 화성시 청계동 515,경기도 화성시 동탄대로시범길 219,37.200839,127.1052936
67,새솔초등학교,초등학교,경기도 화성시 새솔동 12,경기도 화성시 수노을1로 123,37.2890807,126.8190155
68,송린초등학교,초등학교,경기도 화성시 새솔동 0,경기도 화성시 수노을1로 253,37.27823129,126.8241504
69,정현초등학교,초등학교,경기도 화성시 산척동 산126,경기도 화성시 동탄산척로 122,37.17144705,127.113271
70,한율초등학교,초등학교,경기도 화성시 목동 222-1,경기도 화성시 동탄순환대로 429-10,37.18641561,127.1226079
71,화성반월중학교,중학교,경기도 화성시 반월동 946,경기도 화성시 효행로 1281-76,37.22388567,127.0542861
72,하길고등학교,고등학교,경기도 화성시 향남읍 하길리 1509,경기도 화성시 향남읍 상신하길로274번길 22,37.1118639,126.9105458
73,권선중학교,중학교,경기도 수원시 권선구 세류동 1130-1,경기도 수원시 권선구 경수대로 239,37.24884036,127.017105
74,송라초등학교,초등학교,경기도 화성시 매송면 송라리 585,경기도 화성시 매송면 푸른들판로 1970-16,37.27306194,126.8886245
75,입북초등학교,초등학교,경기도 수원시 권선구 입북동 230-3,경기도 수원시 권선구 율전로 10,37.29451623,126.9601632
76,운산초등학교,초등학교,경기도 오산시 오산동 923-1,경기도 오산시 운암로 72,37.152617,127.077532
77,오산중학교,중학교,경기도 오산시 청학동 17,경기도 오산시 청학로 43,37.15430591,127.0626056
78,수원중촌초등학교,초등학교,경기도 수원시 권선구 금곡동 1094,경기도 수원시 권선구 금곡로 140번길 30,37.27255378,126.9445494
79,어정중학교,중학교,경기도 용인시 기흥구 중동 1103,경기도 용인시 기흥구 동백죽전대로527번길 83,37.28072654,127.1451478
80,광교중학교,중학교,경기도 수원시 영통구 이의동 1207,경기도 수원시 영통구 웰빙타운로 55,37.30452503,127.044661
81,이산중학교,중학교,경기도 화성시 오산동 605-2,경기도 화성시 동탄감배산로 51,37.19116497,127.0891727
82,치동초등학교,초등학교,경기도 화성시 영천동 321-35,경기도 화성시 동탄순환대로 881-34,37.20655283,127.0915676
83,중일초등학교,초등학교,경기도 용인시 기흥구 중동 1098,경기도 용인시 기흥구 동백죽전대로527번길 36,37.285608,127.1432335
84,서평초등학교,초등학교,경기도 수원시 권선구 서둔동 294-3,경기도 수원시 권선구 수인로9번길 52,37.26867712,126.9970853
85,탑동초등학교,초등학교,경기도 수원시 권선구 탑동 755,경기도 수원시 권선구 탑동로 55,37.273515,126.9728696
86,한울초등학교,초등학교,경기도 화성시 향남읍 행정리 442,경기도 화성시 향남읍 행정중앙1로 25,37.12696147,126.9178538
87,안룡초등학교,초등학교,경기도 수원시 권선구 곡반정동 606,경기도 수원시 권선구 곡반정로33번길 21,37.23332545,127.0247048
88,수원고등학교,고등학교,경기도 수원시 팔달구 매교동 283-29,경기도 수원시 팔달구 정조로 666-10,37.26713365,127.0174147
89,세담초등학교,초등학교,경기도 오산시 궐동 529,경기도 오산시 죽담2로 8,37.16466234,127.0490836
90,고진중학교,중학교,경기도 용인시 처인구 고림동 635-15,경기도 용인시 처인구 고림로 165-2,37.24776317,127.217432
91,수원북중학교,중학교,경기도 수원시 장안구 영화동 22,경기도 수원시 장안구 광교산로 37,37.29541111,127.021034
92,석우초등학교,초등학교,경기도 화성시 반송동 20,경기도 화성시 동탄시범한빛길 32,37.20927868,127.0681992
93,당수초등학교,초등학교,경기도 수원시 권선구 당수동 244-3,경기도 수원시 권선구 당진로 6,37.289691,126.9415403
94,새빛초등학교,초등학교,경기도 용인시 수지구 상현동 1126,경기도 용인시 수지구 광교마을로 63,37.298898,127.072624
95,수성중학교,중학교,경기도 수원시 장안구 조원동 672,경기도 수원시 장안구 수성로363번길 2,37.29479929,127.012183
96,서천고등학교,고등학교,경기도 용인시 기흥구 농서동 401,경기도 용인시 기흥구 서천서로 126,37.23410552,127.069476
97,고림고등학교,고등학교,경기도 용인시 처인구 고림동 650-1,경기도 용인시 처인구 고림로165,37.24717747,127.2195504
98,한백초등학교,초등학교,경기도 화성시 영천동 715,경기도 화성시 동탄순환대로26길 37,37.208363,127.114718
99,용천초등학교,초등학교,경기도 용인시 처인구 이동읍 천리 242-2,경기도 용인시 처인구 이동면 백옥대로 612,37.19185075,127.2084179
100,대양초등학교,초등학교,경기도 화성시 남양읍 남양리 2311,경기도 화성시 남양읍 시청로32번길 80,37.20031947,126.8217315
101,청덕고등학교,고등학교,경기도 용인시 기흥구 청덕동 524,경기도 용인시 기흥구 구성1로 21,37.29233368,127.143917
102,발안바이오과학고등학교,고등학교,경기도 화성시 향남읍 평리 62-1,경기도 화성시 향남읍 발안로 71,37.13293438,126.9170045
103,칠보중학교,중학교,경기도 수원시 권선구 금곡동 1093,경기도 수원시 권선구 금곡로 126,37.27362167,126.9444852
104,동학중학교,중학교,경기도 화성시 반월동 184-8,경기도 화성시 영통로27번길 60,37.23298711,127.0581592
105,수원동신초등학교,초등학교,경기도 수원시 장안구 정자동 870-3,경기도 수원시 장안구 만석로68번길 46,37.29567288,126.9891755
106,동우여자고등학교,고등학교,경기도 수원시 장안구 이목동 241-9,경기도 수원시 장안구 장안로 426-1,37.31981901,126.9824035
107,성서중학교,중학교,경기도 용인시 수지구 성복동 769,경기도 용인시 수지구 성복1로 137,37.31498196,127.0640834
108,오산초등학교,초등학교,경기도 오산시 가수동 76,경기도 오산시 가수로 16,37.14515751,127.0501638
109,처인고등학교,고등학교,경기도 용인시 처인구 남사읍 아곡리 706,경기도 용인시 처인구 남사읍 한숲로 32,37.15100139,127.170645
110,향남중학교,중학교,경기도 화성시 향남읍 행정리 481,경기도 화성시 향남읍 행정동로 50,37.12873445,126.927754
111,진안중학교,중학교,경기도 화성시 진안동 857-1,경기도 화성시 병점동로 138,37.2165232,127.0378176
112,진안초등학교,초등학교,경기도 화성시 진안동 915,경기도 화성시 병점4로 97,37.21700472,127.040545
113,송원초등학교,초등학교,경기도 수원시 장안구 조원동 872,경기도 수원시 장안구 수일로 185,37.30849343,127.010124
114,서천초등학교,초등학교,경기도 용인시 기흥구 서천동 282,경기도 용인시 기흥구 서그내로62번길 6,37.243053,127.0721596
115,나곡초등학교,초등학교,경기도 용인시 기흥구 보라동 554,경기도 용인시 기흥구 사은로126번길 26,37.25377554,127.1189348
116,독정초등학교,초등학교,경기도 용인시 기흥구 보정동 1256,경기도 용인시 기흥구 보정로 100,37.31886937,127.116276
117,다솔초등학교,초등학교,경기도 수원시 장안구 정자동 946,경기도 수원시 장안구 이목로 24-35,37.30869676,126.987669
118,영복여자고등학교,고등학교,경기도 수원시 팔달구 화서동 7-10,경기도 수원시 팔달구 장안로7번길 49-1,37.28562481,127.0016721
119,매탄중학교,중학교,경기도 수원시 영통구 매탄동 1353,경기도 수원시 영통구 효원로 337,37.26073463,127.039259
120,송정초등학교,초등학교,경기도 수원시 장안구 송죽동 404,경기도 수원시 장안구 송정로 41,37.29707655,127.0017089
121,해운초등학교,초등학교,경기도 화성시 서신면 궁평리 162-4,경기도 화성시 서신면 궁평항로 1374-6,37.14005466,126.7037872
122,안화중학교,중학교,경기도 화성시 병점동 853,경기도 화성시 병점2로 125,37.21111875,127.0485705
123,영신중학교,중학교,경기도 수원시 권선구 오목천동 537-1,경기도 수원시 권선구 삼천병마로1566번길 30,37.24190913,126.9669823
124,원천초등학교,초등학교,경기도 수원시 영통구 매탄동 1212,경기도 수원시 영통구 매영로 103,37.26847708,127.0537706
125,영일초등학교,초등학교,경기도 수원시 영통구 영통동 988-4,경기도 수원시 영통구 덕영대로1673번길 17,37.24845193,127.0735665
126,매산초등학교,초등학교,경기도 수원시 팔달구 매산로3가 13,경기도 수원시 팔달구 향교로 93,37.27214613,127.0107555
127,산남초등학교,초등학교,경기도 수원시 영통구 매탄동 111-164,경기도 수원시 영통구 산남로 86,37.27064523,127.0501161
128,명인중학교,중학교,경기도 수원시 장안구 정자동 888-1,경기도 수원시 장안구 정자천로134번길 37,37.29223274,126.9930863
129,양감중학교,중학교,경기도 화성시 양감면 신왕리 475-1,경기도 화성시 양감면 초록로 49,37.08148848,126.951662
130,기안초등학교,초등학교,경기도 화성시 기안동 226,경기도 화성시 기안길 18,37.22536277,126.982127
131,성호중학교,중학교,경기도 오산시 원동 607-2,경기도 오산시 동부대로436번길 34,37.13961594,127.0818199
132,양감초등학교,초등학교,경기도 화성시 양감면 신왕리 475-1,경기도 화성시 양감면 초록로 49,37.08148848,126.951662
133,남수원초등학교,초등학교,경기도 수원시 권선구 세류동 1130,경기도 수원시 권선구 경수대로235번길 24,37.24989337,127.0167352
134,문시중학교,중학교,경기도 오산시 금암동 519,경기도 오산시 여계산로 52-24,37.17443429,127.0471779
135,세마중학교,중학교,경기도 오산시 세교동 625,경기도 오산시 수목원로 559-9,37.18105837,127.042247
136,태안초등학교,초등학교,경기도 화성시 병점동 824,경기도 화성시 병점3로 77,37.21065951,127.0408657
137,갈천초등학교,초등학교,경기도 화성시 향남읍 갈천리 156-1,경기도 화성시 향남읍 발안로 701-23,37.12724576,126.9804858
138,대평고등학교,고등학교,경기도 수원시 장안구 정자동 870-4,경기도 수원시 장안구 천천로22번길 21,37.29535733,126.988126
139,성서초등학교,초등학교,경기도 용인시 수지구 성복동 772,경기도 용인시 수지구 성복2로 210,37.32017186,127.0650769
140,화홍초등학교,초등학교,경기도 수원시 팔달구 화서동 7-1,경기도 수원시 팔달구 수성로258번길 70,37.28724566,127.0028824
141,대호초등학교,초등학교,경기도 오산시 궐동 661,경기도 오산시 궐리사로46번길 3,37.159129,127.057837
142,매탄초등학교,초등학교,경기도 수원시 영통구 매탄동 946,경기도 수원시 영통구 매탄로 139,37.26415677,127.0431916
143,매원고등학교,고등학교,경기도 수원시 영통구 매탄동 1229-11,경기도 수원시 영통구 삼성로213번길 120,37.26565476,127.0545337
144,상촌중학교,중학교,경기도 수원시 권선구 금곡동 1057,경기도 수원시 권선구 금곡로73번길 60,37.27623606,126.935309
145,수원외국어고등학교,고등학교,경기도 수원시 영통구 이의동 1088-6,경기도 수원시 영통구 창룡대로 263,37.29599326,127.0351158
146,세교고등학교,고등학교,경기도 오산시 금암동 487,경기도 오산시 수청로 112,37.17800671,127.0533473
147,능동중학교,중학교,경기도 화성시 능동 1082,경기도 화성시 동탄원천로 289-17,37.21224018,127.0614267
148,호매실고등학교,고등학교,경기도 수원시 권선구 호매실동 1365,경기도 수원시 권선구 칠보로 142-1,37.26492553,126.9553373
149,영생고등학교,고등학교,경기도 수원시 장안구 천천동 555,경기도 수원시 장안구 서부로2198번길 22,37.30473311,126.9742361
150,정림초등학교,초등학교,경기도 화성시 정남면 망월리 328,경기도 화성시 정남면 망월길 69,37.1530421,127.0116502
151,곡선중학교,중학교,경기도 수원시 권선구 권선동 1063,경기도 수원시 권선구 경수대로312번길 23-10,37.25452378,127.0234711
152,안화고등학교,고등학교,경기도 화성시 병점동 852,경기도 화성시 병점3로 132-19,37.2119228,127.0484625
153,수일여자중학교,중학교,경기도 수원시 장안구 조원동 198-1,경기도 수원시 장안구 수일로 145,37.30810329,127.0076654
154,화성금곡초등학교,초등학교,경기도 화성시 반송동 78,경기도 화성시 동탄문화센터로 13,37.19863407,127.0662175
155,원천중학교,중학교,경기도 수원시 영통구 원천동 78-7,경기도 수원시 영통구 동수원로551번길 38,37.27640244,127.0490259
156,비봉고등학교,고등학교,경기도 화성시 비봉면 양노리 260-1,경기도 화성시 비봉면 양노로109번길 5,37.23724717,126.872612
157,권선고등학교,고등학교,경기도 수원시 권선구 권선동 1243,경기도 수원시 권선구 세권로 276,37.25278194,127.0333651
158,청명초등학교,초등학교,경기도 수원시 영통구 영통동 1053-6,경기도 수원시 영통구 봉영로1744번길 41,37.26563109,127.0851747
159,정평초등학교,초등학교,경기도 용인시 수지구 풍덕천동 1058,경기도 용인시 수지구 정평로 64,37.32083142,127.0885087
160,다온초등학교,초등학교,경기도 오산시 부산동 794,경기도 오산시 부산중앙로 37,37.151933,127.0908935
161,이의초등학교,초등학교,경기도 수원시 영통구 하동 993,경기도 수원시 영통구 법조로 150,37.29307671,127.0756898
162,운천고등학교,고등학교,경기도 오산시 부산동 778-5,경기도 오산시 운천로 193,37.15598785,127.0803516
163,세마고등학교,고등학교,경기도 오산시 세교동 626,경기도 오산시 수목원로 559-17,37.18054088,127.0409971
164,신백중학교,중학교,경기도 화성시 남양읍 남양리 2057,경기도 화성시 남양읍 역골중앙로 56-6,37.20343745,126.8302503
165,이의고등학교,고등학교,경기도 수원시 영통구 하동 977,경기도 수원시 영통구 법조로 145,37.29235868,127.0711898
166,효탑초등학교,초등학교,경기도 수원시 권선구 탑동 870,경기도 수원시 권선구 효탑로16번길 17,37.26654167,126.9759378
167,세곡초등학교,초등학교,경기도 수원시 권선구 권선동 1044,경기도 수원시 권선구 세권로207번길 32,37.25629813,127.0283401
168,율현초등학교,초등학교,경기도 수원시 팔달구 화서동 710,경기도 수원시 팔달구 정자천로32번길 55,37.28722869,126.9828949
169,율천고등학교,고등학교,경기도 수원시 팔달구 화서동 720,경기도 수원시 팔달구 일월로 50,37.28782913,126.9788781
170,율현중학교,중학교,경기도 수원시 팔달구 화서동 729,경기도 수원시 팔달구 일월로22번길 60,37.28612119,126.9826535
171,오산원일초등학교,초등학교,경기도 오산시 원동 360-19,경기도 오산시 오산로132번길 27,37.13920296,127.0716949
172,흥덕초등학교,초등학교,경기도 용인시 기흥구 영덕동 1011,경기도 용인시 기흥구 흥덕1로62번길 26,37.27236487,127.0716736
173,매향여자정보고등학교,고등학교,경기도 수원시 팔달구 매향동 110-2,경기도 수원시 팔달구 수원천로 350,37.28457355,127.0186217
174,향남고등학교,고등학교,경기도 화성시 향남읍 행정리 488,경기도 화성시 향남읍 행정동로 49,37.12888636,126.926236
175,수영초등학교,초등학교,경기도 화성시 봉담읍 수영리 143-1,경기도 화성시 봉담읍 수영로 63,37.23617759,126.9542831
176,율전초등학교,초등학교,경기도 수원시 장안구 율전동 308-6,경기도 수원시 장안구 율전로 113,37.299567,126.9686866
177,잠원중학교,중학교,경기도 수원시 영통구 망포동 223-1,경기도 수원시 영통구 태장로 25,37.23937024,127.0487269
178,송원중학교,중학교,경기도 수원시 장안구 송죽동 376,경기도 수원시 장안구 송정로21번길 42,37.29724061,127.0028454
179,동화초등학교,초등학교,경기도 화성시 봉담읍 동화리 606,경기도 화성시 봉담읍 동화새터길 130,37.21532013,126.9613628
180,송산중학교,중학교,경기도 화성시 송산면 사강리 558-2,경기도 화성시 송산면 송산포도로 162,37.21535671,126.7306439
181,향일고등학교,고등학교,경기도 화성시 향남읍 행정리 439,경기도 화성시 향남읍 행정중앙2로 28,37.12928624,126.9178966
182,청명중학교,중학교,경기도 수원시 영통구 영통동 955-3,경기도 수원시 영통구 청명북로 118,37.26185806,127.0781262
183,대평중학교,중학교,경기도 수원시 장안구 정자동 871-1,경기도 수원시 장안구 만석로68번길 7,37.29743078,126.9898634
184,수현중학교,중학교,경기도 화성시 봉담읍 수영리 691,경기도 화성시 봉담읍 상리3길 136,37.226381,126.950823
185,화남초등학교,초등학교,경기도 화성시 장지동 910-411,경기도 화성시 동탄순환대로 4길 16,37.16385863,127.096076
186,용인신릉초등학교,초등학교,경기도 용인시 기흥구 신갈동 686,경기도 용인시 기흥구 새천년로 53,37.29026142,127.114727
187,화성장안초등학교석포분교장,초등학교,경기도 화성시 장안면 석포리 390-16,경기도 화성시 장안면 버들로 1201-9,37.1312127,126.8407081
188,서연중학교,중학교,경기도 화성시 장지동 115-1,경기도 화성시 동탄대로4길 40,37.16088657,127.110215
189,중앙기독중학교,중학교,경기도 수원시 영통구 원천동 134,경기도 수원시 영통구 월드컵로 70,37.27533477,127.0576904
190,삼일고등학교,고등학교,경기도 수원시 팔달구 매향동 10-22,경기도 수원시 팔달구 수원천로392번길 44-28,37.28638393,127.0196791
191,율전중학교,중학교,경기도 수원시 장안구 율전동 168-41,경기도 수원시 장안구 덕영대로381번길 59,37.30336795,126.9663526
192,운암초등학교,초등학교,경기도 오산시 원동 815-5,경기도 오산시 원동로 63,37.14385503,127.076202
193,오산원일중학교,중학교,경기도 오산시 원동 360-8,경기도 오산시 오산로132번길 29,37.13977634,127.0726758
194,수일고등학교,고등학교,경기도 수원시 장안구 조원동 21,경기도 수원시 장안구 수일로233번길 59,37.30771516,127.0180455
195,광교고등학교,고등학교,경기도 수원시 영통구 이의동 1346,경기도 수원시 영통구 도청로89번길 11,37.289728,127.0485481
196,상하중학교,중학교,경기도 용인시 기흥구 상하동 672,경기도 용인시 기흥구 중부대로746번길 16-29,37.261597,127.1356759
197,수원원일중학교,중학교,경기도 수원시 영통구 매탄동 1229-10,경기도 수원시 영통구 삼성로213번길 122,37.26539571,127.053545
198,숲속초등학교,초등학교,경기도 화성시 반송동 56,경기도 화성시 동탄공원로2길 10,37.20611415,127.060485
199,수원초등학교,초등학교,경기도 수원시 팔달구 고등동 19,경기도 수원시 팔달구 팔달로110번길 26,37.27783129,127.0043476
200,남창초등학교,초등학교,경기도 수원시 팔달구 남창동 126,경기도 수원시 팔달구 행궁로 44-9,37.2781857,127.014229
201,상촌초등학교,초등학교,경기도 수원시 권선구 금곡동 699,경기도 수원시 권선구 금곡로31번길 92,37.27320642,126.9353319
202,사창초등학교,초등학교,경기도 화성시 양감면 사창리 409,경기도 화성시 양감면 정문회화로 7,37.09200273,126.9730915
203,기안중학교,중학교,경기도 화성시 기안동 365,경기도 화성시 효행로291번길 29,37.22434165,126.9753192
204,매봉초등학교,초등학교,경기도 용인시 수지구 상현동 1172,경기도 용인시 수지구 수지로 75-1,37.310031,127.0733254
205,화성매송초등학교,초등학교,경기도 화성시 매송면 원평리 67-1,경기도 화성시 매송면 화성로 2403,37.24980641,126.9282436
206,영통중학교,중학교,경기도 수원시 영통구 영통동 964-2,경기도 수원시 영통구 영통로 316,37.2536188,127.0637499
207,푸른중학교,중학교,경기도 화성시 능동 1135,경기도 화성시 동탄공원로 21-24,37.20235319,127.056597
208,수기초등학교,초등학교,경기도 화성시 봉담읍 수기리 26-2,경기도 화성시 봉담읍 수기웃말길 27,37.20162367,126.9813231
209,신남초등학교,초등학교,경기도 화성시 남양읍 신남리 38-2,경기도 화성시 마도면 신남로 5,37.19224726,126.7936673
210,수원제일중학교,중학교,경기도 수원시 팔달구 화서동 5,경기도 수원시 팔달구 수성로244번길 37-52,37.28713514,127.0008026
211,수원정보과학고등학교,고등학교,경기도 수원시 영통구 원천동 78-8,경기도 수원시 영통구 동수원로551번길 16,37.27608009,127.0497818
212,태장고등학교,고등학교,경기도 수원시 영통구 영통동 973-2,경기도 수원시 영통구 영통로 250,37.24936938,127.0594286
213,봉담초등학교,초등학교,경기도 화성시 봉담읍 상리 39-10,경기도 화성시 봉담읍 진등3길 15,37.22280569,126.9473598
214,산남중학교,중학교,경기도 수원시 영통구 매탄동 1216,경기도 수원시 영통구 매영로 79,37.26912854,127.0513148
215,효성초등학교,초등학교,경기도 수원시 팔달구 우만동 16,경기도 수원시 팔달구 월드컵로 256,37.28347335,127.0393624
216,숙지중학교,중학교,경기도 수원시 팔달구 화서동 652,경기도 수원시 팔달구 덕영대로735번길 23,37.28243119,126.9922207
217,제암초등학교,초등학교,경기도 화성시 향남읍 발안리 299,경기도 화성시 향남읍 발안서로 21,37.13115334,126.9021136
